,label,area,Min Threshold,Max Threshold,type,percent_raw,region,plate,notes,calculation,well,treatment,genotype,temperature,symbiotic_state,cohort
68,D1-fl-Snap-318.czi,1064.692,1209,65535,Symbiont Area,50.617,Tentacle,VWA-25,,50.61677626,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
69,D1-bf-Snap-319.czi,4279.525,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
70,D1-fl-Snap-318.czi,2735.246,1195,65535,Symbiont Area,63.915,Tentacle,VWA-25,,63.91471016,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
71,D1-bf-Snap-319.czi,2085.923,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
72,D1-fl-Snap-318.czi,988.148,962,65535,Symbiont Area,47.372,Tentacle,VWA-25,,47.37221844,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
73,D1-bf-Snap-319.czi,14964.067,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
74,D1-fl-Snap-318.czi,6025.326,769,65535,Symbiont Area,40.265,Body column,VWA-25,,40.26529686,D1-VWA-25,VWA-25,VWA,25,sym,W7-8
75,D2-bf-Snap-321.czi,893.009,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
76,D2-fl-Snap-320.czi,631.161,848,65535,Symbiont Area,70.678,Tentacle,VWA-25,,70.67801108,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
77,D2-bf-Snap-321.czi,1305.783,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
78,D2-fl-Snap-320.czi,958.958,1325,65535,Symbiont Area,73.439,Tentacle,VWA-25,,73.43930806,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
79,D2-bf-Snap-321.czi,1063.178,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
80,D2-fl-Snap-320.czi,628.782,1849,65535,Symbiont Area,59.142,Tentacle,VWA-25,,59.14174296,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
81,D2-bf-Snap-321.czi,1199.4,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
82,D2-fl-Snap-320.czi,923.929,1495,65535,Symbiont Area,77.033,Tentacle,VWA-25,,77.03259963,D2-VWA-25,VWA-25,VWA,25,sym,W7-8
157,D3-bf-Snap-323.czi,1126.965,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D3-VWA-25,VWA-25,VWA,25,sym,W7-8
158,D3-fl-Snap-322.czi,724.57,1680,65535,Symbiont Area,64.294,Tentacle,VWA-25,,64.29392217,D3-VWA-25,VWA-25,VWA,25,sym,W7-8
159,D3-bf-Snap-323.czi,5417.085,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D3-VWA-25,VWA-25,VWA,25,sym,W7-8
160,D3-fl-Snap-322.czi,3067.584,898,65535,Symbiont Area,56.628,Tentacle,VWA-25,,56.62794658,D3-VWA-25,VWA-25,VWA,25,sym,W7-8
161,D3-bf-Snap-323.czi,1422.977,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D3-VWA-25,VWA-25,VWA,25,sym,W7-8
162,D3-fl-Snap-322.czi,757.22,1057,65535,Symbiont Area,53.214,Tentacle,VWA-25,,53.21379053,D3-VWA-25,VWA-25,VWA,25,sym,W7-8
163,D4-bf-Snap-327.czi,1728.286,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
164,D4-fl-Snap-326.czi,850.845,1299,65535,Symbiont Area,49.231,Tentacle,VWA-25,,49.23056716,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
165,D4-bf-Snap-327.czi,4677.595,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
166,D4-fl-Snap-326.czi,2542.806,586,65535,Symbiont Area,54.361,Tentacle,VWA-25,,54.36139726,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
167,D4-bf-Snap-327.czi,2657.838,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
168,D4-fl-Snap-326.czi,1112.045,862,65535,Symbiont Area,41.84,Tentacle,VWA-25,,41.84020998,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
169,D4-bf-Snap-327.czi,8933.336,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
170,D4-fl-Snap-326.czi,2435.775,405,65535,Symbiont Area,27.266,Body column,VWA-25,,27.26612992,D4-VWA-25,VWA-25,VWA,25,sym,W7-8
171,D5-bf-Snap-329.czi,1073.125,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
172,D5-fl-Snap-328.czi,690.839,1325,65535,Symbiont Area,64.376,Tentacle,VWA-25,,64.3763774,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
173,D5-bf-Snap-329.czi,484.128,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
174,D5-fl-Snap-328.czi,283.255,1123,65535,Symbiont Area,58.508,Tentacle,VWA-25,,58.50828706,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
175,D5-bf-Snap-329.czi,561.536,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
176,D5-fl-Snap-328.czi,304.877,2152,65535,Symbiont Area,54.293,Tentacle,VWA-25,,54.29340238,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
177,D5-bf-Snap-329.czi,755.274,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
178,D5-fl-Snap-328.czi,596.781,1918,65535,Symbiont Area,79.015,Tentacle,VWA-25,,79.01516536,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
179,D5-fl-Snap-328.czi,226728.346,0,65535,Tentacle Area,0,Tentacle,VWA-25,,REMOVED,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
180,D5-fl-Snap-328.czi,669,1965,65535,Symbiont Area,0.295,Tentacle,VWA-25,,REMOVED,D5-VWA-25,VWA-25,VWA,25,sym,W7-8
181,D6-bf-Snap-331.czi,1197.022,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
182,D6-fl-Snap-330.czi,771.058,1223,65535,Symbiont Area,64.415,Tentacle,VWA-25,,64.41468912,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
183,D6-bf-Snap-331.czi,2984.77,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
184,D6-fl-Snap-330.czi,2095.22,1238,65535,Symbiont Area,70.197,Tentacle,VWA-25,,70.19703361,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
185,D6-bf-Snap-331.czi,2551.455,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
186,D6-fl-Snap-330.czi,1525.035,999,65535,Symbiont Area,59.771,Tentacle,VWA-25,,59.77118938,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
187,D6-bf-Snap-331.czi,314.607,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
188,D6-fl-Snap-330.czi,157.412,1074,65535,Symbiont Area,50.034,Tentacle,VWA-25,,50.03448747,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
189,D6-bf-Snap-331.czi,21129.507,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
190,D6-fl-Snap-330.czi,7040.718,626,65535,Symbiont Area,33.322,Tentacle,VWA-25,,33.32173344,D6-VWA-25,VWA-25,VWA,25,sym,W7-8
191,D7-bf-Snap-333.czi,1201.346,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
192,D7-fl-Snap-332.czi,870.738,1583,65535,Symbiont Area,72.48,Tentacle,VWA-25,,72.48020137,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
193,D7-bf-Snap-333.czi,2656.757,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
194,D7-fl-Snap-332.czi,1686.555,1261,65535,Symbiont Area,63.482,Tentacle,VWA-25,,63.4817185,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
195,D7-bf-Snap-333.czi,4366.88,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
196,D7-fl-Snap-332.czi,2539.346,1091,65535,Symbiont Area,58.15,Tentacle,VWA-25,,58.15012091,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
197,D7-bf-Snap-333.czi,3111.262,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
198,D7-fl-Snap-332.czi,1957.485,815,65535,Symbiont Area,62.916,Tentacle,VWA-25,,62.91610928,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
199,D7-bf-Snap-333.czi,20301.581,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
200,D7-fl-Snap-332.czi,6761.788,646,65535,Symbiont Area,33.307,Body column,VWA-25,,33.30670651,D7-VWA-25,VWA-25,VWA,25,sym,W7-8
201,D8-bf-Snap-335.czi,943.606,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
202,D8-fl-Snap-334.czi,459.694,934,65535,Symbiont Area,48.717,Tentacle,VWA-25,,48.71673135,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
203,D8-bf-Snap-335.czi,2709.299,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
204,D8-fl-Snap-334.czi,1839.21,1277,65535,Symbiont Area,67.885,Tentacle,VWA-25,,67.88508762,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
205,D8-bf-Snap-335.czi,2315.337,0,65535,0,0,0,VWA-25,,REMOVED,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
206,D8-bf-Snap-335.czi,3195.373,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
207,D8-fl-Snap-334.czi,1420.598,671,65535,Symbiont Area,44.458,Body column,VWA-25,,44.45797095,D8-VWA-25,VWA-25,VWA,25,sym,W7-8
83,E1-bf-Snap-337.czi,809.33,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E1-VWA-25,VWA-25,VWA,25,sym,W7-8
84,E1-fl-Snap-336.czi,494.723,1760,65535,Symbiont Area,61.127,Tentacle,VWA-25,,61.12747581,E1-VWA-25,VWA-25,VWA,25,sym,W7-8
85,E1-bf-Snap-337.czi,944.255,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E1-VWA-25,VWA-25,VWA,25,sym,W7-8
86,E1-fl-Snap-336.czi,426.396,1056,65535,Symbiont Area,45.157,Tentacle,VWA-25,,45.1568697,E1-VWA-25,VWA-25,VWA,25,sym,W7-8
87,E1-bf-Snap-337.czi,1000.473,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E1-VWA-25,VWA-25,VWA,25,sym,W7-8
88,E1-fl-Snap-336.czi,560.888,1305,65535,Symbiont Area,56.062,Tentacle,VWA-25,,56.06228254,E1-VWA-25,VWA-25,VWA,25,sym,W7-8
89,E2-bf-Snap-339.czi,824.682,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
90,E2-fl-Snap-338.czi,345.744,1157,65535,Symbiont Area,41.924,Tentacle,VWA-25,,41.92452363,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
91,E2-bf-Snap-339.czi,1964.188,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
92,E2-fl-Snap-338.czi,633.107,1480,65535,Symbiont Area,32.232,Tentacle,VWA-25,,32.23250524,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
93,E2-bf-Snap-339.czi,2713.191,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
94,E2-fl-Snap-338.czi,1571.523,1170,65535,Symbiont Area,57.922,Tentacle,VWA-25,,57.92157648,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
95,E2-bf-Snap-339.czi,1644.391,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
96,E2-fl-Snap-338.czi,984.04,995,65535,Symbiont Area,59.842,Tentacle,VWA-25,,59.84221514,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
97,E2-bf-Snap-339.czi,26186.794,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
98,E2-fl-Snap-338.czi,9669.366,780,65535,Symbiont Area,36.925,Body column,VWA-25,,36.92458878,E2-VWA-25,VWA-25,VWA,25,sym,W7-8
210,E3-bf-Snap-341.czi,226728.346,0,65535,0,0,0,VWA-25,,REMOVED,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
211,E3-bf-Snap-341.czi,5180.751,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
212,E3-fl-Snap-340.czi,2938.714,983,65535,Symbiont Area,56.724,Tentacle,VWA-25,,56.72370666,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
213,E3-bf-Snap-341.czi,9096.586,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
214,E3-fl-Snap-340.czi,3272.782,550,65535,Symbiont Area,35.978,Body column,VWA-25,,35.97813509,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
215,E3-bf-Snap-341.czi,254.713,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
216,E3-fl-Snap-340.czi,80.436,1135,65535,Symbiont Area,31.579,Tentacle,VWA-25,,31.57907135,E3-VWA-25,VWA-25,VWA,25,sym,W7-8
217,E4-bf-Snap-343.czi,396.773,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
218,E4-fl-Snap-342.czi,267.903,1354,65535,Symbiont Area,67.52,Tentacle,VWA-25,,67.5204714,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
219,E4-bf-Snap-343.czi,487.804,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
220,E4-fl-Snap-342.czi,361.744,1431,65535,Symbiont Area,74.158,Tentacle,VWA-25,,74.15765348,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
221,E4-bf-Snap-343.czi,2311.878,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
222,E4-fl-Snap-342.czi,1289.566,1739,65535,Symbiont Area,55.78,Tentacle,VWA-25,,55.78001953,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
223,E4-bf-Snap-343.czi,4197.36,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
224,E4-fl-Snap-342.czi,2111.437,1739,65535,Symbiont Area,50.304,Tentacle,VWA-25,,50.30392914,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
225,E4-bf-Snap-343.czi,1731.314,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
226,E4-fl-Snap-342.czi,1012.798,1893,65535,Symbiont Area,58.499,Tentacle,VWA-25,,58.49880495,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
227,E4-bf-Snap-343.czi,8410.071,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
228,E4-fl-Snap-342.czi,3216.347,954,65535,Symbiont Area,38.244,Body column,VWA-25,,38.24399342,E4-VWA-25,VWA-25,VWA,25,sym,W7-8
239,E5-bf-Snap-345.czi,26559.133,0,65535,Tentacle Area,0,Body column,VWA-25,"No tentacles visible, only body column ",n/a,E5-VWA-25,VWA-25,VWA,25,sym,W7-8
240,E5-fl-Snap-344.czi,8629.756,519,65535,Symbiont Area,32.493,Body column,VWA-25,,32.49261186,E5-VWA-25,VWA-25,VWA,25,sym,W7-8
241,E6-bf-Snap-347.czi,2366.15,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
242,E6-fl-Snap-346.czi,1302.972,1152,65535,Symbiont Area,55.067,Tentacle,VWA-25,,55.06717664,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
243,E6-bf-Snap-347.czi,4691.65,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
244,E6-fl-Snap-346.czi,2948.444,1140,65535,Symbiont Area,62.845,Tentacle,VWA-25,,62.84450034,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
245,E6-bf-Snap-347.czi,1915.97,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
246,E6-fl-Snap-346.czi,906.848,999,65535,Symbiont Area,47.331,Tentacle,VWA-25,,47.33101249,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
247,E6-bf-Snap-347.czi,1455.41,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
248,E6-fl-Snap-346.czi,685.649,1152,65535,Symbiont Area,47.11,Tentacle,VWA-25,,47.11036753,E6-VWA-25,VWA-25,VWA,25,sym,W7-8
249,E7-bf-Snap-349.czi,2348.636,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
250,E7-fl-Snap-348.czi,1720.286,1147,65535,Symbiont Area,73.246,Tentacle,VWA-25,,73.24617352,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
251,E7-bf-Snap-349.czi,831.601,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
252,E7-fl-Snap-348.czi,520.67,1074,65535,Symbiont Area,62.611,Tentacle,VWA-25,,62.61055482,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
253,E7-bf-Snap-349.czi,1457.356,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
254,E7-fl-Snap-348.czi,1036.799,1412,65535,Symbiont Area,71.142,Tentacle,VWA-25,,71.14246622,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
255,E7-bf-Snap-349.czi,1135.83,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
256,E7-fl-Snap-348.czi,731.922,1059,65535,Symbiont Area,64.439,Tentacle,VWA-25,,64.43939674,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
257,E7-bf-Snap-349.czi,1155.074,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
258,E7-fl-Snap-348.czi,944.471,1662,65535,Symbiont Area,81.767,Tentacle,VWA-25,,81.76714219,E7-VWA-25,VWA-25,VWA,25,sym,W7-8
229,E8-bf-Snap-351.czi,537.968,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
230,E8-fl-Snap-350.czi,303.364,1722,65535,Symbiont Area,56.391,Tentacle,VWA-25,,56.39071469,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
231,E8-bf-Snap-351.czi,777.978,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
232,E8-fl-Snap-350.czi,493.642,1299,65535,Symbiont Area,63.452,Tentacle,VWA-25,,63.45192281,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
233,E8-bf-Snap-351.czi,3556.901,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
234,E8-fl-Snap-350.czi,2274.687,1690,65535,Symbiont Area,63.951,Tentacle,VWA-25,,63.95137228,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
235,E8-bf-Snap-351.czi,3751.72,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
236,E8-fl-Snap-350.czi,2453.505,1158,65535,Symbiont Area,65.397,Tentacle,VWA-25,,65.39680467,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
237,E8-bf-Snap-351.czi,2774.599,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
238,E8-fl-Snap-350.czi,1329.784,908,65535,Symbiont Area,47.927,Tentacle,VWA-25,,47.92706982,E8-VWA-25,VWA-25,VWA,25,sym,W7-8
100,F1-fl-Snap-590.czi,2722.705,1562,65535,Symbiont Area,64.288,Tentacle,VWA-25,,n/a,F1-VWA-25,VWA-25,VWA,25,sym,W7-8
101,F1-bf-Snap-591.czi,723.056,0,65535,Tentacle Area,0,Tentacle,VWA-25,,26.5565311,F1-VWA-25,VWA-25,VWA,25,sym,W7-8
102,F1-fl-Snap-590.czi,645.432,1683,65535,Symbiont Area,89.264,Tentacle,VWA-25,,n/a,F1-VWA-25,VWA-25,VWA,25,sym,W7-8
103,F1-bf-Snap-591.czi,8642.729,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,F1-VWA-25,VWA-25,VWA,25,sym,W7-8
104,F1-fl-Snap-590.czi,3931.619,940,65535,Symbiont Area,45.49,Body column,VWA-25,,45.49048107,F1-VWA-25,VWA-25,VWA,25,sym,W7-8
105,F2-bf-Snap-559.czi,1286.971,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
106,F2-fl-Snap-558.czi,699.704,1594,65535,Symbiont Area,54.368,Tentacle,VWA-25,,54.36828025,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
107,F2-bf-Snap-559.czi,5207.779,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
108,F2-fl-Snap-558.czi,2832.331,935,65535,Symbiont Area,54.387,Tentacle,VWA-25,,54.38654367,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
109,F2-bf-Snap-559.czi,5921.97,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
110,F2-fl-Snap-558.czi,3206.833,996,65535,Symbiont Area,54.151,Tentacle,VWA-25,,54.15145636,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
111,F2-bf-Snap-559.czi,1817.804,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
112,F2-fl-Snap-558.czi,952.904,981,65535,Symbiont Area,52.421,Tentacle,VWA-25,,52.420613,F2-VWA-25,VWA-25,VWA,25,sym,W7-8
261,F3-bf-Snap-357.czi,1189.021,0,65535,Tentacle Area,0,Tentacle,VWA-25,"Very blurry, only a few tentacles visible",n/a,F3-VWA-25,VWA-25,VWA,25,sym,W7-8
262,F3-fl-Snap-356.czi,720.678,1369,65535,Symbiont Area,60.611,Tentacle,VWA-25,,60.61104051,F3-VWA-25,VWA-25,VWA,25,sym,W7-8
263,F4-bf-Snap-359.czi,2861.305,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F4-VWA-25,VWA-25,VWA,25,sym,W7-8
264,F4-fl-Snap-358.czi,1197.67,1285,65535,Symbiont Area,41.857,Tentacle,VWA-25,,41.85747412,F4-VWA-25,VWA-25,VWA,25,sym,W7-8
265,F4-bf-Snap-359.czi,1679.636,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F4-VWA-25,VWA-25,VWA,25,sym,W7-8
266,F4-fl-Snap-358.czi,1074.638,1855,65535,Symbiont Area,63.98,Tentacle,VWA-25,,63.98041004,F4-VWA-25,VWA-25,VWA,25,sym,W7-8
267,F4-bf-Snap-359.czi,6862.333,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,F4-VWA-25,VWA-25,VWA,25,sym,W7-8
268,F4-fl-Snap-358.czi,2449.613,623,65535,Symbiont Area,35.697,Body column,VWA-25,,35.69650438,F4-VWA-25,VWA-25,VWA,25,sym,W7-8
269,F5-bf-Snap-361.czi,1255.835,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
270,F5-fl-Snap-360.czi,677.433,1120,65535,Symbiont Area,53.943,Tentacle,VWA-25,,53.94283485,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
271,F5-bf-Snap-361.czi,2855.684,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
272,F5-fl-Snap-360.czi,2124.843,1934,65535,Symbiont Area,74.408,Tentacle,VWA-25,,74.40749747,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
273,F5-bf-Snap-361.czi,3181.535,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
274,F5-fl-Snap-360.czi,2603.349,1295,65535,Symbiont Area,81.827,Tentacle,VWA-25,,81.82682259,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
275,F5-bf-Snap-361.czi,7271.431,0,65535,Tentacle Area,0,Body column,VWA-25,,n/a,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
276,F5-fl-Snap-360.czi,1734.557,785,65535,Symbiont Area,23.854,Body column,VWA-25,,23.8544105,F5-VWA-25,VWA-25,VWA,25,sym,W7-8
277,F6-bf-Snap-363.czi,1571.091,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F6-VWA-25,VWA-25,VWA,25,sym,W7-8
278,F6-fl-Snap-362.czi,1222.969,2012,65535,Symbiont Area,77.842,Tentacle,VWA-25,,77.84202188,F6-VWA-25,VWA-25,VWA,25,sym,W7-8
279,F6-bf-Snap-363.czi,4094.004,0,65535,Tentacle Area,0,Tentacle,VWA-25,,n/a,F6-VWA-25,VWA-25,VWA,25,sym,W7-8
280,F6-fl-Snap-362.czi,2593.835,1566,65535,Symbiont Area,63.357,Tentacle,VWA-25,,63.35692393,F6-VWA-25,VWA-25,VWA,25,sym,W7-8
