,Label,Area,Mean,Min,Max,MinThr,MaxThr,Type,%,Region,notes,,plate,well,sym,temp,treatment,day,,calculation
152,Snap-968.czi,0.856,587.872,354,1688,354,65535,Symbiont Area,17.83,Tentacle,,,2,D3,Sym,Control,Sym-Control,5,,17.82590587
153,Snap-971.czi,132.621,193.581,93,2095,0,65535,Tentacle Area,0,Pedal disc,,,2,D3,Sym,Control,Sym-Control,5,,0
154,Snap-970.czi,30.081,595.372,363,1751,363,65535,Symbiont Area,22.682,Pedal disc,,,2,D3,Sym,Control,Sym-Control,5,,22.6819282
155,Snap-973.czi,170.591,210.117,95,1998,0,65535,Tentacle Area,0,Pedal disc,,,2,D3,Sym,Control,Sym-Control,5,,0
156,Snap-972.czi,33.67,548.491,326,2079,326,65535,Symbiont Area,19.737,Pedal disc,,,2,D3,Sym,Control,Sym-Control,5,,19.73726633
157,Snap-975.czi,116.344,674.246,295,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,D4,Sym,Control,Sym-Control,5,,0
158,Snap-974.czi,33.547,827.744,508,2942,508,65535,Symbiont Area,28.834,Pedal disc,,,2,D4,Sym,Control,Sym-Control,5,,28.83431892
161,Snap-980.czi,8.936,1911.497,996,4095,0,65535,Tentacle Area,0,Tentacle,,,2,D4,Sym,Control,Sym-Control,5,,0
162,Snap-979.czi,3.649,1549.223,1011,3675,1011,65535,Symbiont Area,40.832,Tentacle,,,2,D4,Sym,Control,Sym-Control,5,,40.83482543
163,Snap-982.czi,7.055,2462.47,874,4095,0,65535,Tentacle Area,0,Tentacle,,,2,D4,Sym,Control,Sym-Control,5,,0
164,Snap-981.czi,2.034,1562.629,1024,3855,1024,65535,Symbiont Area,28.833,Tentacle,,,2,D4,Sym,Control,Sym-Control,5,,28.83061658
165,Snap-984.czi,4.497,1559.049,686,4095,0,65535,Tentacle Area,0,Tentacle,,,2,D4,Sym,Control,Sym-Control,5,,0
166,Snap-983.czi,1.171,1919.322,1272,3932,1272,65535,Symbiont Area,26.029,Tentacle,,,2,D4,Sym,Control,Sym-Control,5,,26.03958194
167,Snap-985.czi,466.889,490.202,3,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,D5,Sym,Control,Sym-Control,5,,0
168,Snap-985.czi,25.383,718.252,430,2582,430,65535,Symbiont Area,5.437,Pedal disc,,,2,D5,Sym,Control,Sym-Control,5,,5.436624123
169,Snap-988.czi,7.104,494.8,281,1246,0,65535,Tentacle Area,0,Tentacle,,,2,D5,Sym,Control,Sym-Control,5,,0
170,Snap-987.czi,1.548,838.319,546,2053,546,65535,Symbiont Area,21.785,Tentacle,,,2,D5,Sym,Control,Sym-Control,5,,21.79054054
171,Snap-990.czi,3.419,564.887,277,1644,0,65535,Tentacle Area,0,Tentacle,,,2,D5,Sym,Control,Sym-Control,5,,0
172,Snap-989.czi,1.489,859.924,559,2089,559,65535,Symbiont Area,43.56,Tentacle,,,2,D5,Sym,Control,Sym-Control,5,,43.55074583
173,Snap-992.czi,130.813,703.098,307,3660,0,65535,Tentacle Area,0,Pedal disc,,,2,D6,Sym,Control,Sym-Control,5,,0
174,Snap-991.czi,33.175,837.506,523,2468,523,65535,Symbiont Area,25.361,Pedal disc,,,2,D6,Sym,Control,Sym-Control,5,,25.3606293
183,Snap-1044.czi,95.971,402.871,100,2192,0,65535,Tentacle Area,0,Pedal disc,,,4,A2,Sym,HS,Sym-HS,5,,0
184,Snap-1043.czi,24.332,1098.952,653,3637,653,65535,Symbiont Area,25.353,Pedal disc,,,4,A2,Sym,HS,Sym-HS,5,,25.3534922
185,Snap-1046.czi,28.018,201.9,84,1228,0,65535,Tentacle Area,0,Pedal disc,,,4,A3,Sym,HS,Sym-HS,5,,0
186,Snap-1045.czi,4.827,1100.842,653,3570,653,65535,Symbiont Area,17.229,Pedal disc,,,4,A3,Sym,HS,Sym-HS,5,,17.22821044
187,Snap-1048.czi,68.721,285.821,93,2224,0,65535,Tentacle Area,0,Pedal disc,,,4,A4,Sym,HS,Sym-HS,5,,0
188,Snap-1047.czi,24.009,1044.669,657,2991,657,65535,Symbiont Area,34.936,Pedal disc,,,4,A4,Sym,HS,Sym-HS,5,,34.93691885
189,Snap-1050.czi,88.525,320.416,93,2461,0,65535,Tentacle Area,0,Pedal disc,,,4,A5,Sym,HS,Sym-HS,5,,0
190,Snap-1049.czi,31.284,1054.884,653,2687,653,65535,Symbiont Area,35.339,Pedal disc,,,4,A5,Sym,HS,Sym-HS,5,,35.33916973
191,Snap-1052.czi,76.501,464.563,185,1725,0,65535,Tentacle Area,0,Pedal disc,,,4,A6,Sym,HS,Sym-HS,5,,0
192,Snap-1051.czi,14.989,885.589,543,3707,543,65535,Symbiont Area,19.593,Pedal disc,,,4,A6,Sym,HS,Sym-HS,5,,19.59320793
193,Snap-1054.czi,7.184,786.136,460,2021,0,65535,Tentacle Area,0,Tentacle,,,4,A6,Sym,HS,Sym-HS,5,,0
194,Snap-1053.czi,1.992,1224.916,812,2366,812,65535,Symbiont Area,27.727,Tentacle,,,4,A6,Sym,HS,Sym-HS,5,,27.72828508
195,Snap-1056.czi,5.797,680.488,442,2043,0,65535,Tentacle Area,0,Tentacle,,,4,A6,Sym,HS,Sym-HS,5,,0
196,Snap-1055.czi,1.198,1542.313,914,3494,914,65535,Symbiont Area,20.671,Tentacle,,,4,A6,Sym,HS,Sym-HS,5,,20.66586165
197,Snap-1058.czi,115.75,695.674,165,2591,0,65535,Tentacle Area,0,Pedal disc,,,4,B3,Sym,HS,Sym-HS,5,,0
198,Snap-1057.czi,18.583,996.383,571,3903,571,65535,Symbiont Area,16.055,Pedal disc,,,4,B3,Sym,HS,Sym-HS,5,,16.05442765
199,Snap-1060.czi,95.158,512.591,177,1616,0,65535,Tentacle Area,0,Pedal disc,,,4,B4,Sym,HS,Sym-HS,5,,0
200,Snap-1059.czi,19.545,713.509,425,3630,425,65535,Symbiont Area,20.54,Pedal disc,,,4,B4,Sym,HS,Sym-HS,5,,20.53952374
201,Snap-1062.czi,35.445,315.662,159,1577,0,65535,Tentacle Area,0,Pedal disc,,,4,B5,Sym,HS,Sym-HS,5,,0
202,Snap-1061.czi,10.956,1082.321,652,3125,652,65535,Symbiont Area,30.91,Pedal disc,,,4,B5,Sym,HS,Sym-HS,5,,30.90986035
203,Snap-1064.czi,49.898,302.449,134,2366,0,65535,Tentacle Area,0,Pedal disc,,,4,C3,Sym,HS,Sym-HS,5,,0
204,Snap-1063.czi,16.089,1167.241,723,3035,723,65535,Symbiont Area,32.244,Pedal disc,,,4,C3,Sym,HS,Sym-HS,5,,32.24377731
205,Snap-1066.czi,5.72,779.02,335,1357,0,65535,Tentacle Area,0,Tentacle,,,4,C3,Sym,HS,Sym-HS,5,,0
206,Snap-1065.czi,2.545,1239.418,870,2423,870,65535,Symbiont Area,44.499,Tentacle,,,4,C3,Sym,HS,Sym-HS,5,,44.49300699
207,Snap-1068.czi,71.736,593.316,200,2715,0,65535,Tentacle Area,0,Pedal disc,,,4,C5,Sym,HS,Sym-HS,5,,0
208,Snap-1067.czi,7.001,1316.977,741,3887,741,65535,Symbiont Area,9.759,Pedal disc,,,4,C5,Sym,HS,Sym-HS,5,,9.759395562
209,Snap-1070.czi,83.246,219.728,110,1589,0,65535,Tentacle Area,0,Pedal disc,,,4,D3,Sym,HS,Sym-HS,5,,0
210,Snap-1069.czi,24.017,829.652,507,2280,507,65535,Symbiont Area,28.851,Pedal disc,,,4,D3,Sym,HS,Sym-HS,5,,28.85063547
211,Snap-1072.czi,50.257,286.812,134,2460,0,65535,Tentacle Area,0,Pedal disc,,,4,D4,Sym,HS,Sym-HS,5,,0
212,Snap-1071.czi,8.178,703.611,421,2564,421,65535,Symbiont Area,16.273,Pedal disc,,,4,D4,Sym,HS,Sym-HS,5,,16.27236007
213,Snap-1074.czi,48.173,152.409,77,747,0,65535,Tentacle Area,0,Pedal disc,,,4,D5,Sym,HS,Sym-HS,5,,0
214,Snap-1073.czi,4.543,1556.019,874,3401,874,65535,Symbiont Area,9.43,Pedal disc,,,4,D5,Sym,HS,Sym-HS,5,,9.430593901
215,Snap-1076.czi,57.968,271.257,128,2309,0,65535,Tentacle Area,0,Pedal disc,,,4,D6,Sym,HS,Sym-HS,5,,0
216,Snap-1075.czi,10.75,604.913,361,3825,361,65535,Symbiont Area,18.545,Pedal disc,,,4,D6,Sym,HS,Sym-HS,5,,18.54471433
217,Snap-1078.czi,72.48,625.338,134,2812,0,65535,Tentacle Area,0,Pedal disc,,,5,A2,Sym,HS,Sym-HS,5,,0
218,Snap-1077.czi,29.25,1070.668,708,3058,708,65535,Symbiont Area,40.356,Pedal disc,,,5,A2,Sym,HS,Sym-HS,5,,40.35596026
219,Snap-1080.czi,89.937,272.452,107,2531,0,65535,Tentacle Area,0,Pedal disc,,,5,A3,Sym,HS,Sym-HS,5,,0
220,Snap-1079.czi,25.769,557.793,348,3251,348,65535,Symbiont Area,28.652,Pedal disc,,,5,A3,Sym,HS,Sym-HS,5,,28.65227882
221,Snap-1082.czi,89.645,418.663,184,2967,0,65535,Tentacle Area,0,Pedal disc,,,5,A4,Sym,HS,Sym-HS,5,,0
222,Snap-1081.czi,15.59,535.905,318,3214,318,65535,Symbiont Area,17.391,Pedal disc,,,5,A4,Sym,HS,Sym-HS,5,,17.39081934
223,Snap-1084.czi,90.215,308.89,136,2364,0,65535,Tentacle Area,0,Pedal disc,,,5,A5,Sym,HS,Sym-HS,5,,0
224,Snap-1083.czi,11.596,892.931,513,3137,513,65535,Symbiont Area,12.854,Pedal disc,,,5,A5,Sym,HS,Sym-HS,5,,12.85373829
225,Snap-1086.czi,38.121,385.449,236,2449,0,65535,Tentacle Area,0,Pedal disc,,,5,A6,Sym,HS,Sym-HS,5,,0
226,Snap-1085.czi,1.54,1611.174,888,3622,888,65535,Symbiont Area,4.04,Pedal disc,,,5,A6,Sym,HS,Sym-HS,5,,4.039768107
227,Snap-1088.czi,86.269,938.376,309,3752,0,65535,Tentacle Area,0,Pedal disc,,,5,B1,Sym,HS,Sym-HS,5,,0
228,Snap-1087.czi,4.747,1344.207,740,3893,740,65535,Symbiont Area,5.503,Pedal disc,,,5,B1,Sym,HS,Sym-HS,5,,5.502555959
229,Snap-1090.czi,4.425,1670.149,706,3146,0,65535,Tentacle Area,0,Tentacle,,,5,B1,Sym,HS,Sym-HS,5,,0
230,Snap-1089.czi,0.617,1901.114,1116,3929,1114,65535,Symbiont Area,13.944,Tentacle,,,5,B1,Sym,HS,Sym-HS,5,,13.94350282
231,Snap-1092.czi,38.64,345.441,183,1542,0,65535,Tentacle Area,0,Pedal disc,,,5,B2,Sym,HS,Sym-HS,5,,0
232,Snap-1091.czi,9.817,818.984,488,3462,488,65535,Symbiont Area,25.408,Pedal disc,,,5,B2,Sym,HS,Sym-HS,5,,25.4063147
233,Snap-1094.czi,46.655,705.309,290,3628,0,65535,Tentacle Area,0,Pedal disc,,,5,B3,Sym,HS,Sym-HS,5,,0
234,Snap-1093.czi,10.439,1373.141,813,3738,813,65535,Symbiont Area,22.374,Pedal disc,,,5,B3,Sym,HS,Sym-HS,5,,22.37487943
235,Snap-1096.czi,38.88,468.072,268,3913,0,65535,Tentacle Area,0,Pedal disc,,,5,B5,Sym,HS,Sym-HS,5,,0
236,Snap-1095.czi,7.491,568.396,347,2109,347,65535,Symbiont Area,19.267,Pedal disc,,,5,B5,Sym,HS,Sym-HS,5,,19.26697531
237,Snap-1098.czi,53.268,348.105,150,1791,0,65535,Tentacle Area,0,Pedal disc,,,5,C2,Sym,HS,Sym-HS,5,,0
238,Snap-1097.czi,11.833,975.612,588,3059,588,65535,Symbiont Area,22.214,Pedal disc,,,5,C2,Sym,HS,Sym-HS,5,,22.21408726
239,Snap-1100.czi,2.951,745.904,349,2965,0,65535,Tentacle Area,0,Tentacle,,,5,C2,Sym,HS,Sym-HS,5,,0
240,Snap-1099.czi,0.597,1019.643,646,2468,646,65535,Symbiont Area,20.231,Tentacle,,,5,C2,Sym,HS,Sym-HS,5,,20.23043036
241,Snap-1102.czi,142.311,665.418,236,3574,0,65535,Tentacle Area,0,Pedal disc,,,5,C3,Sym,HS,Sym-HS,5,,0
242,Snap-1101.czi,38.635,704.777,443,2988,443,65535,Symbiont Area,27.148,Pedal disc,,,5,C3,Sym,HS,Sym-HS,5,,27.1482879
243,Snap-1104.czi,38.146,641.53,346,3177,0,65535,Tentacle Area,0,Pedal disc,,,5,C4,Sym,HS,Sym-HS,5,,0
244,Snap-1103.czi,6.145,966.467,572,2671,572,65535,Symbiont Area,16.108,Pedal disc,,,5,C4,Sym,HS,Sym-HS,5,,16.10915954
259,Snap-1106.czi,57.135,272.949,146,1243,0,65535,Tentacle Area,0,Pedal disc,,,5,C5,Sym,HS,Sym-HS,5,,0
260,Snap-1105.czi,5.503,1082.289,615,3332,615,65535,Symbiont Area,9.632,Pedal disc,,,5,C5,Sym,HS,Sym-HS,5,,9.631574341
247,Snap-1108.czi,57.59,232.773,122,2634,0,65535,Tentacle Area,0,Pedal disc,,,5,D2,Sym,HS,Sym-HS,5,,0
248,Snap-1107.czi,15.838,734.521,462,2238,462,65535,Symbiont Area,27.502,Pedal disc,,,5,D2,Sym,HS,Sym-HS,5,,27.50130231
249,Snap-1110.czi,3.089,438.879,191,935,0,65535,Tentacle Area,0,Tentacle,,,5,D2,Sym,HS,Sym-HS,5,,0
250,Snap-1109.czi,1.408,1245.115,878,2108,878,65535,Symbiont Area,45.583,Tentacle,,,5,D2,Sym,HS,Sym-HS,5,,45.58109421
251,Snap-1112.czi,58.235,365.397,147,2622,0,65535,Tentacle Area,0,Pedal disc,,,5,D3,Sym,HS,Sym-HS,5,,0
252,Snap-1111.czi,13.286,580.551,349,2700,349,65535,Symbiont Area,22.815,Pedal disc,,,5,D3,Sym,HS,Sym-HS,5,,22.81445866
255,Snap-1114.czi,31.814,437.526,250,3173,0,65535,Tentacle Area,0,Pedal disc,,,5,D4,Sym,HS,Sym-HS,5,,0
256,Snap-1113.czi,2.426,1190.924,670,3189,670,65535,Symbiont Area,7.624,Pedal disc,,,5,D4,Sym,HS,Sym-HS,5,,7.625573647
257,Snap-1116.czi,82.629,215.142,102,1419,0,65535,Tentacle Area,0,Pedal disc,,,5,D5,Sym,HS,Sym-HS,5,,0
258,Snap-1115.czi,24.625,674.5,421,2232,421,65535,Symbiont Area,29.802,Pedal disc,,,5,D5,Sym,HS,Sym-HS,5,,29.80188554
261,Snap-1164.czi,138.997,298.095,116,2207,0,65535,Tentacle Area,0,Pedal disc,,,1,A1,Sym,Control,Sym-Control,7,,0
262,Snap-1163.czi,36.886,801.997,498,2979,498,65535,Symbiont Area,26.537,Pedal disc,,,1,A1,Sym,Control,Sym-Control,7,,26.53726339
263,Snap-1166.czi,24.482,753.131,222,2969,0,65535,Tentacle Area,0,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,0
264,Snap-1165.czi,7.626,1334.831,897,3223,897,65535,Symbiont Area,31.151,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,31.1494159
265,Snap-1168.czi,28.888,594.527,180,1080,0,65535,Tentacle Area,0,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,0
266,Snap-1167.czi,15.474,858.367,574,3256,574,65535,Symbiont Area,53.564,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,53.56549432
267,Snap-1170.czi,8.336,391.976,181,1300,0,65535,Tentacle Area,0,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,0
268,Snap-1169.czi,4.42,1298.077,936,2688,936,65535,Symbiont Area,53.019,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,53.02303263
269,Snap-1172.czi,2.096,483.207,274,1030,0,65535,Tentacle Area,0,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,0
270,Snap-1171.czi,1.309,1774.871,1198,3511,1198,65535,Symbiont Area,62.471,Tentacle,,,1,A1,Sym,Control,Sym-Control,7,,62.45229008
271,Snap-1174.czi,111.351,349.846,188,2285,0,65535,Tentacle Area,0,Pedal disc,,,1,A2,Sym,Control,Sym-Control,7,,0
272,Snap-1173.czi,26.079,786.316,482,2782,482,65535,Symbiont Area,23.421,Pedal disc,,,1,A2,Sym,Control,Sym-Control,7,,23.42053506
273,Snap-1176.czi,20.342,772.113,416,1518,0,65535,Tentacle Area,0,Tentacle,,,1,A2,Sym,Control,Sym-Control,7,,0
274,Snap-1175.czi,7.223,1590.357,1073,3251,1073,65535,Symbiont Area,35.507,Tentacle,,,1,A2,Sym,Control,Sym-Control,7,,35.50781634
275,Snap-1178.czi,5.557,980.721,518,1737,0,65535,Tentacle Area,0,Tentacle,,,1,A2,Sym,Control,Sym-Control,7,,0
276,Snap-1177.czi,2.589,1748.26,1146,3483,1146,65535,Symbiont Area,46.585,Tentacle,,,1,A2,Sym,Control,Sym-Control,7,,46.58988663
277,Snap-1180.czi,94.01,397.039,238,2332,0,65535,Tentacle Area,0,Pedal disc,,,1,A3,Sym,Control,Sym-Control,7,,0
278,Snap-1179.czi,30.711,810.794,509,2649,509,65535,Symbiont Area,32.668,Pedal disc,,,1,A3,Sym,Control,Sym-Control,7,,32.6678013
279,Snap-1182.czi,101.988,410.72,236,3186,0,65535,Tentacle Area,0,Pedal disc,,,1,A4,Sym,Control,Sym-Control,7,,0
280,Snap-1181.czi,25.779,896.403,551,2996,551,65535,Symbiont Area,25.276,Pedal disc,,,1,A4,Sym,Control,Sym-Control,7,,25.27650312
281,Snap-1184.czi,21.094,673.389,391,1700,0,65535,Tentacle Area,0,Tentacle,,,1,A4,Sym,Control,Sym-Control,7,,0
282,Snap-1183.czi,11.001,1516.7,1053,2896,1053,65535,Symbiont Area,52.15,Tentacle,,,1,A4,Sym,Control,Sym-Control,7,,52.15227079
283,Snap-1186.czi,5.348,612.681,243,1625,0,65535,Tentacle Area,0,Tentacle,,,1,A4,Sym,Control,Sym-Control,7,,0
284,Snap-1185.czi,2.482,1411.656,942,2515,942,65535,Symbiont Area,46.406,Tentacle,,,1,A4,Sym,Control,Sym-Control,7,,46.40987285
285,Snap-1188.czi,2.606,673.393,349,1225,0,65535,Tentacle Area,0,Tentacle,,,1,A4,Sym,Control,Sym-Control,7,,0
286,Snap-1187.czi,1.149,1275.223,843,2325,843,65535,Symbiont Area,44.111,Tentacle,,,1,A4,Sym,Control,Sym-Control,7,,44.09056025
287,Snap-1190.czi,22.977,460.613,250,2518,0,65535,Tentacle Area,0,Pedal disc,,,1,A4,Sym,Control,Sym-Control,7,,0
288,Snap-1189.czi,9.14,1085.66,681,2779,681,65535,Symbiont Area,39.78,Pedal disc,,,1,A4,Sym,Control,Sym-Control,7,,39.77890934
289,Snap-1192.czi,92.778,435.957,258,3134,0,65535,Tentacle Area,0,Pedal disc,,,1,A5,Sym,Control,Sym-Control,7,,0
290,Snap-1191.czi,19.437,947.917,576,2772,576,65535,Symbiont Area,20.95,Pedal disc,,,1,A5,Sym,Control,Sym-Control,7,,20.9500097
291,Snap-1194.czi,8.266,1031.299,559,2715,0,65535,Tentacle Area,0,Tentacle,,,1,A5,Sym,Control,Sym-Control,7,,0
292,Snap-1193.czi,3.359,2163.985,1647,3530,1647,65535,Symbiont Area,40.638,Tentacle,,,1,A5,Sym,Control,Sym-Control,7,,40.63634164
293,Snap-1196.czi,6.791,810.068,365,3163,0,65535,Tentacle Area,0,Tentacle,,,1,A5,Sym,Control,Sym-Control,7,,0
294,Snap-1195.czi,2.568,1977.457,1271,3683,1271,65535,Symbiont Area,37.811,Tentacle,,,1,A5,Sym,Control,Sym-Control,7,,37.81475482
295,Snap-1198.czi,249.796,466.724,117,2160,0,65535,Tentacle Area,0,Pedal disc,,,1,A6,Sym,Control,Sym-Control,7,,0
296,Snap-1197.czi,65.418,1037.324,622,2882,622,65535,Symbiont Area,26.189,Pedal disc,,,1,A6,Sym,Control,Sym-Control,7,,26.18856987
297,Snap-1200.czi,56.427,330.066,199,1479,0,65535,Tentacle Area,0,Pedal disc,,,1,B1,Sym,Control,Sym-Control,7,,0
298,Snap-1199.czi,14.907,767.092,481,2669,481,65535,Symbiont Area,26.418,Pedal disc,,,1,B1,Sym,Control,Sym-Control,7,,26.41820405
299,Snap-1202.czi,96.469,448.985,239,1566,0,65535,Tentacle Area,0,Pedal disc,,,1,B3,Sym,Control,Sym-Control,7,,0
300,Snap-1201.czi,19.379,744.513,449,2485,449,65535,Symbiont Area,20.089,Pedal disc,,,1,B3,Sym,Control,Sym-Control,7,,20.08831853
301,Snap-1204.czi,3.937,652.907,341,1125,0,65535,Tentacle Area,0,Tentacle,,,1,B3,Sym,Control,Sym-Control,7,,0
302,Snap-1203.czi,1.916,923.833,674,1620,674,65535,Symbiont Area,48.671,Tentacle,,,1,B3,Sym,Control,Sym-Control,7,,48.66649733
303,Snap-1206.czi,75.613,313.133,167,2461,0,65535,Tentacle Area,0,Pedal disc,,,1,B4,Sym,Control,Sym-Control,7,,0
304,Snap-1205.czi,18.822,721.705,445,2526,445,65535,Symbiont Area,24.893,Pedal disc,,,1,B4,Sym,Control,Sym-Control,7,,24.89254493
305,Snap-1208.czi,26.305,564.219,356,3573,0,65535,Tentacle Area,0,Pedal disc,,,1,B5,Sym,Control,Sym-Control,7,,0
306,Snap-1207.czi,6.994,981.775,637,2730,637,65535,Symbiont Area,26.589,Pedal disc,,,1,B5,Sym,Control,Sym-Control,7,,26.58810112
307,Snap-1210.czi,48.077,402.295,260,1663,0,65535,Tentacle Area,0,Pedal disc,,,1,B6,Sym,Control,Sym-Control,7,,0
308,Snap-1209.czi,14.71,843.239,554,2995,554,65535,Symbiont Area,30.597,Pedal disc,,,1,B6,Sym,Control,Sym-Control,7,,30.59675105
309,Snap-1212.czi,53.1,401.169,253,1423,0,65535,Tentacle Area,0,Pedal disc,,,1,C1,Sym,Control,Sym-Control,7,,0
310,Snap-1211.czi,16.94,845.348,538,2287,538,65535,Symbiont Area,31.902,Pedal disc,,,1,C1,Sym,Control,Sym-Control,7,,31.90207156
311,Snap-1214.czi,51.369,436.011,259,3059,0,65535,Tentacle Area,0,Pedal disc,,,1,C2,Sym,Control,Sym-Control,7,,0
312,Snap-1213.czi,14.444,774.689,454,1901,454,65535,Symbiont Area,28.118,Pedal disc,,,1,C2,Sym,Control,Sym-Control,7,,28.11812572
313,Snap-1216.czi,62.2,327.709,214,1133,0,65535,Tentacle Area,0,Pedal disc,,,1,C4,Sym,Control,Sym-Control,7,,0
314,Snap-1215.czi,15.035,739.197,457,2287,457,65535,Symbiont Area,24.172,Pedal disc,,,1,C4,Sym,Control,Sym-Control,7,,24.17202572
315,Snap-1218.czi,19.548,456.301,282,680,0,65535,Tentacle Area,0,Tentacle,,,1,C6,Sym,Control,Sym-Control,7,,0
316,Snap-1217.czi,6.256,1171.18,778,1977,778,65535,Symbiont Area,32.003,Tentacle,,,1,C6,Sym,Control,Sym-Control,7,,32.00327399
317,Snap-1220.czi,157.212,485.046,220,1670,0,65535,Tentacle Area,0,Pedal disc,,,1,D1,Sym,Control,Sym-Control,7,,0
318,Snap-1219.czi,36.092,871.291,522,2771,522,65535,Symbiont Area,22.958,Pedal disc,,,1,D1,Sym,Control,Sym-Control,7,,22.95753505
319,Snap-1222.czi,7.858,1062.886,560,1933,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
320,Snap-1221.czi,3.041,748.95,496,2176,496,65535,Symbiont Area,38.693,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,38.69941461
321,Snap-1224.czi,16.599,938.804,332,2713,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
322,Snap-1223.czi,8.468,2033.676,1443,3545,1443,65535,Symbiont Area,51.014,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,51.01512139
323,Snap-1226.czi,14.977,442.091,243,1351,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
324,Snap-1225.czi,8.827,2259.4,1365,3779,1365,65535,Symbiont Area,58.936,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,58.93703679
325,Snap-1228.czi,22.67,838.088,248,2296,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
326,Snap-1227.czi,12.386,1725.28,1123,2866,1123,65535,Symbiont Area,54.635,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,54.63608293
327,Snap-1230.czi,21.579,568.42,228,1760,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
328,Snap-1229.czi,5.739,1449.891,916,3255,916,65535,Symbiont Area,26.597,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,26.59530099
329,Snap-1232.czi,5.881,804.763,574,2306,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
330,Snap-1231.czi,2.904,1479.671,944,3091,944,65535,Symbiont Area,49.38,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,49.37935725
331,Snap-1234.czi,20.133,1185.764,461,2890,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
332,Snap-1233.czi,5.244,1767.493,1151,3915,1151,65535,Symbiont Area,26.047,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,26.04678885
333,Snap-1236.czi,37.37,829.605,400,1478,0,65535,Tentacle Area,0,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,0
334,Snap-1235.czi,9.566,1726.028,988,3816,988,65535,Symbiont Area,25.598,Tentacle,,,1,D1,Sym,Control,Sym-Control,7,,25.59807332
335,Snap-1238.czi,95.598,313.95,190,1932,0,65535,Tentacle Area,0,Body column,,,1,D2,Sym,Control,Sym-Control,7,,0
336,Snap-1237.czi,36.886,874.454,557,2300,557,65535,Symbiont Area,38.585,Body column,,,1,D2,Sym,Control,Sym-Control,7,,38.58448922
337,Snap-1240.czi,10.012,550.234,268,1691,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,0
338,Snap-1239.czi,5.198,1963.494,1366,3167,1366,65535,Symbiont Area,51.919,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,51.91769876
339,Snap-1242.czi,22.055,484.964,202,2212,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,0
340,Snap-1241.czi,11.172,1241.658,869,2623,869,65535,Symbiont Area,50.653,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,50.65518023
341,Snap-1244.czi,30.968,570.539,320,1596,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,0
342,Snap-1243.czi,5.785,2348.363,1400,3657,1400,65535,Symbiont Area,18.68,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,18.6805735
343,Snap-1246.czi,11.748,562.408,306,1035,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,0
344,Snap-1245.czi,3.912,1359.35,902,3130,902,65535,Symbiont Area,33.299,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,33.29928498
345,Snap-1248.czi,47.5,752.801,383,1973,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,0
346,Snap-1247.czi,15.191,1019.187,611,2704,611,65535,Symbiont Area,31.981,Tentacle,,,1,D2,Sym,Control,Sym-Control,7,,31.98105263
347,Snap-1250.czi,62.616,459.653,275,2780,0,65535,Tentacle Area,0,Pedal disc,,,1,D4,Sym,Control,Sym-Control,7,,0
348,Snap-1249.czi,14.634,862.33,516,2989,516,65535,Symbiont Area,23.371,Pedal disc,,,1,D4,Sym,Control,Sym-Control,7,,23.37102338
